"X","Name","Artist","RiaaStatus","Label"
1165,"Southern Girl","Tim Mcgraw","1x Platinum","Big Machine Records, Inc."
1166,"Diamond Rings and Old Bar Stools","Tim Mcgraw","Gold","Big Machine Records, Inc."
1167,"How to Save a Life","The Fray","3x Multi-Platinum","Epic"
1168,"Ghost Town","Adam Lambert","Gold","Warner Bros Records"
1169,"I'll Show you","Justin Bieber","1x Platinum","Def Jam"
1170,"Confident","Demi Lovato","1x Platinum","Hollywood Records & Island Records"
1171,"where i Come from","Montgomery Gentry","Gold","Average Joes Entertainment"
1172,"Vivir Mi Vida","Marc Anthony","16x Diamond","Us Latin"
1173,"Umbrella","Rihanna","6x Multi-Platinum","Def Jam"
1174,"i Bet","Ciara","1x Platinum","Epic"
1175,"Panic Switch","Silversun Pickups","Gold","Dangerbird Records"
1176,"Lazy Eye","Silversun Pickups","1x Platinum","Dangerbird Records"
1177,"Chasing Cars","Snow Patrol","5x Multi-Platinum","A&m"
1178,"a Sky Full of Stars","Coldplay","2x Multi-Platinum","Atlantic Records / Parlophone"
1179,"Magic","Coldplay","1x Platinum","Atlantic Records / Parlophone"
1180,"Brave","Sara Bareilles","3x Multi-Platinum","Epic"
1181,"Come with Me Now","Kongos","2x Multi-Platinum","Epic"
1182,"Love Song","Sara Bareilles","4x Multi-Platinum","Epic"
1183,"Style","Taylor Swift","3x Multi-Platinum","Big Machine Records, Inc."
1184,"Fight Song","Rachel Platten","3x Multi-Platinum","Columbia"
1185,"You're not Sorry","Taylor Swift","1x Platinum","Big Machine Records, Inc."
1186,"Poker Face","Lady Gaga","10x Diamond","Dreamline / Interscope"
1187,"Versace","Migos","Gold","Quality Control Music"
1188,"The Diary of Jane","Breaking Benjamin","2x Multi-Platinum","Hollywood Records"
1189,"Breath","Breaking Benjamin","1x Platinum","Hollywood Records"
1190,"Give Me a Sign","Breaking Benjamin","Gold","Hollywood Records"
1191,"Blow Me Away","Breaking Benjamin","Gold","Hollywood Records"
1192,"America's Suitehearts","Fall Out Boy","Gold","Island"
1193,"Uma Thurman","Fall Out Boy","2x Multi-Platinum","Island Records"
1194,"Alone Together","Fall Out Boy","1x Platinum","Island"
1195,"Disturbia","Rihanna","6x Multi-Platinum","Def Jam"
1196,"Like a Cowboy","Randy Houser","Gold","Stoney Creek Records"
1197,"Elastic Heart","Sia","2x Multi-Platinum","Rca"
1198,"Wrecking Ball","Miley Cyrus","5x Multi-Platinum","Rca"
1199,"Centuries","Fall Out Boy","4x Multi-Platinum","Island Records"
1200,"The Devil is a Lie","Rick Ross","Gold","Def Jam"
1201,"It's My Life","Bon Jovi","2x Multi-Platinum","Island Records"
1202,"i Like","Jeremih","Gold","Def Jam"
1203,"Here i Am","Rick Ross","Gold","Def Jam"
1204,"The Night is Still Young","Nicki Minaj","1x Platinum","Young Money / Cash Money / Republic Records"
1205,"Black Skinhead","Kanye West","1x Platinum","Def Jam"
1206,"Jump Feat. Nelly Furtado","Flo Rida","Gold","Atlantic Records"
1207,"So Cold","Breaking Benjamin","1x Platinum","Hollywood Records"
1208,"Down to Earth","Justin Bieber","Gold","Def Jam"
1209,"Honey, I'm Good","Andy Grammer","3x Multi-Platinum","s-Curve Records"
1210,"Sweatpants","Childish Gambino","Gold","Glassnote Entertainment Group Llc"
1211,"Bonfire","Childish Gambino","Gold","Glassnote Entertainment Group Llc"
1212,"Let it Go","Idina Menzel","8x Multi-Platinum","Walt Disney Records"
1213,"Rewind","Rascal Flatts","1x Platinum","Big Machine Records, Inc."
1214,"Meanwhile Back at Mama's","Tim Mcgraw","1x Platinum","Big Machine Records, Inc."
1215,"Only","Nicki Minaj","3x Multi-Platinum","Cash Money / Young Money / Republic Records"
1216,"Fireflies","Owl City","7x Multi-Platinum","Republic Records"
1217,"Feds Watching","2 Chainz","Gold","Def Jam"
1218,"all-American Girl","Carrie Underwood","2x Multi-Platinum","Arista Nashville"
1219,"Wasted","Carrie Underwood","1x Platinum","Arista Nashville"
1220,"See you Again","Carrie Underwood","1x Platinum","19 Recordings Limited / Arista Nashville"
1221,"Before He Cheats","Carrie Underwood","5x Multi-Platinum","Arista Nashville"
1222,"Blown Away","Carrie Underwood","3x Multi-Platinum","19 Recordings Limited / Arista Nashville"
1223,"Little Toy Guns","Carrie Underwood","Gold","19 Recordings Limited / Arista Nashville"
1224,"Jesus, Take the Wheel","Carrie Underwood","3x Multi-Platinum","19 Recordings Limited / Arista Nashville"
1225,"Shotgun Rider","Tim Mcgraw","1x Platinum","Big Machine Records, Inc."
1226,"If Heaven Wasn't so Far Away","Justin Moore","1x Platinum","the Valory Music Co"
1227,"Only One","Kanye West","Gold","Def Jam"
1228,"Dangerous","David Guetta","Gold","Parlophone / Atlantic Records"
1229,"2 Reasons","Trey Songz","Gold","Atlantic Records"
1230,"all Day","Kanye West","Gold","Def Jam"
1231,"Birthday","Katy Perry","1x Platinum","Capitol Records"
1232,"Still into you","Paramore","2x Multi-Platinum","Fueled by Ramen / Atlantic"
1233,"E.t.","Katy Perry","8x Multi-Platinum","Capitol Records"
1234,"Homegrown","Zac Brown Band","1x Platinum","John Varvatos / Republic Records"
1235,"Timber ","Pitbull","6x Multi-Platinum","Rca Records"
1236,"Heartbeat Song","Kelly Clarkson","1x Platinum","Rca Records"
1237,"Amen","Meek Mill","Gold","Atlantic Records"
1238,"Heart Attack","Trey Songz","1x Platinum","Atlantic Records"
1239,"Whiskey Lullaby ","Brad Paisley","2x Multi-Platinum","Arista Nashville"
1240,"She's Everything","Brad Paisley","2x Multi-Platinum","Arista Nashville"
1241,"Mud on the Tires","Brad Paisley","1x Platinum","Arista Nashville"
1242,"I'm Still a Guy","Brad Paisley","1x Platinum","Arista Nashville"
1243,"then","Brad Paisley","2x Multi-Platinum","Arista Nashville"
1244,"Ticks","Brad Paisley","1x Platinum","Arista Nashville"
1245,"Say Aah ","Trey Songz","2x Multi-Platinum","Atlantic"
1246,"when i Get where I'm Going ","Brad Paisley","1x Platinum","Arista Nashville"
1247,"Lights","Ellie Goulding","5x Multi-Platinum","Interscope / Geffen / A&m"
1248,"Arms","Christina Perri","1x Platinum","Atlantic"
1249,"My Kind of Crazy","Brantley Gilbert","Gold","the Valory Music Co"
1250,"Never Grow Up","Taylor Swift","Gold","Big Machine Records, Inc."
1251,"Awake and Alive","Skillet","1x Platinum","Atlantic"
1252,"Something Beautiful","Needtobreathe","Gold","Atlantic Records"
1253,"a Thousand Years Pt 2","Christina Perri","Gold","Atlantic Records"
1254,"Right Round","Flo Rida","6x Multi-Platinum","Poe Boy / Atlantic"
1255,"Talk that Talk","Rihanna","1x Platinum","Def Jam"
1256,"where Have you Been","Rihanna","4x Multi-Platinum","Def Jam"
1257,"Only Girl (in the World)","Rihanna","6x Multi-Platinum","Def Jam"
1258,"Cheers (Drink to that)","Rihanna","2x Multi-Platinum","Def Jam"
1259,"Pour it Up","Rihanna","2x Multi-Platinum","Def Jam"
1260,"California King Bed","Rihanna","2x Multi-Platinum","Def Jam"
1261,"We Found Love","Rihanna","9x Multi-Platinum","Def Jam"
1262,"Rude Boy","Rihanna","5x Multi-Platinum","Def Jam"
1263,"Hard","Rihanna","2x Multi-Platinum","Def Jam"
1264,"Rockstar 101","Rihanna","1x Platinum","Def Jam"
1265,"What's My Name","Rihanna","6x Multi-Platinum","Def Jam"
1266,"Man Down","Rihanna","2x Multi-Platinum","Def Jam"
1267,"If It's Lovin' that you Want","Rihanna","Gold","Def Jam"
1268,"Te Amo","Rihanna","Gold","Def Jam"
1269,"We Ride","Rihanna","Gold","Def Jam"
1270,"Right Now","Rihanna","Gold","Def Jam"
1271,"you Da One","Rihanna","2x Multi-Platinum","Def Jam"
1272,"Rehab","Rihanna","2x Multi-Platinum","Def Jam"
1273,"Unfaithful","Rihanna","3x Multi-Platinum","Def Jam"
1274,"Break it Off","Rihanna","Gold","Def Jam"
1275,"Sos","Rihanna","2x Multi-Platinum","Def Jam"
1276,"Don't Stop the Music","Rihanna","4x Multi-Platinum","Def Jam"
1277,"Shut Up and Drive","Rihanna","2x Multi-Platinum","Def Jam"
1278,"Hate that i Love you","Rihanna","2x Multi-Platinum","Def Jam"
1279,"all i Do is Win ","Dj Khaled","3x Multi-Platinum","E1 Entertainment"
1280,"Dust","Eli Young Band","Gold","Republic Nashville"
1281,"Wasted","Tiesto","1x Platinum","Casablanca"
1282,"Little Red Wagon","Miranda Lambert","Gold","Rca Records Label Nashville"
1283,"Honey Bee","Blake Shelton","3x Multi-Platinum","Warner Bros. Nashville"
1284,"Just Gettin' Started","Jason Aldean","Gold","Broken Bow Records"
1285,"when She Says Baby","Jason Aldean","1x Platinum","Broken Bow"
1286,"Austin","Blake Shelton","1x Platinum","Warner Bros. Records"
1287,"Hate My Life","Theory of a Deadman","Gold","Roadrunner"
1288,"Drink on it","Blake Shelton","1x Platinum","Warner Bros. Nashville"
1289,"God Gave Me you","Blake Shelton","3x Multi-Platinum","Warner Bros. Records"
1290,"over","Blake Shelton","1x Platinum","Warner Bros. Records"
1291,"Hold you Down ","Dj Khaled","Gold","We the Best Music Group"
1292,"We are Tonight","Billy Currington","Gold","Mercury Records Nashville"
1293,"Say you Do","Dierks Bentley","Gold","Capitol Records Nashville"
1294,"Just Dance","Lady Gaga","8x Multi-Platinum","Streamline / Konlive / Cherrytree /  Interscope"
1295,"Bad Romance","Lady Gaga","11x Diamond","Streamline / Interscope"
1296,"Guap","Big Sean","1x Platinum","Def Jam"
1297,"Applause","Lady Gaga","3x Multi-Platinum","Streamline / Konlive / Cherrytree /  Interscope"
1298,"Do What u Want","Lady Gaga","1x Platinum","Streamline  /  Interscope"
1299,"The Hell Song","Sum 41","Gold","Island Records"
1300,"Fight Night","Migos","Gold","Quality Control Music / 300 Entertainment"
1301,"Country Boy Feat. George Jones & Charlie Daniels","Aaron Lewis","1x Platinum","R&j Records"
1302,"Sure be Cool if you Did","Blake Shelton","2x Multi-Platinum","Warner Bros. Records"
1303,"Boys 'Round Here ","Blake Shelton","3x Multi-Platinum","Warner Bros. Records"
1304,"Feelin' it","Scotty Mccreery","Gold","Mercury / Interscope Records"
1305,"Somebody Told Me","The Killers","3x Multi-Platinum","Island"
1306,"Lonely Eyes","Chris Young","Gold","Rca Records Label Nashville"
1307,"Love Story","Taylor Swift","8x Multi-Platinum","Big Machine Records, Inc."
1308,"Second Chance","Shinedown","3x Multi-Platinum","Atlantic"
1309,"this is How We Do","Katy Perry","1x Platinum","Capitol Records"
1310,"Teenage Dream","Katy Perry","7x Multi-Platinum","Capitol Records"
1311,"Bound 2","Kanye West","1x Platinum","Def Jam"
1312,"Power","Kanye West","2x Multi-Platinum","Roc-a-Fella Records"
1313,"New Slaves","Kanye West","Gold","Roc-a-Fella"
1314,"Good Life","Kanye West","2x Multi-Platinum","Roc-a-Fella Records"
1315,"all Falls Down","Kanye West","1x Platinum","Roc-a-Fella Records"
1316,"The Kill (Bury Me)","Thirty Seconds to Mars","2x Multi-Platinum","Virgin Records"
1317,"Honestly","Cartel","Gold","Epic"
1318,"Amazing","Kanye West","1x Platinum","Roc-a-Fella"
1319,"all of the Lights","Kanye West","4x Multi-Platinum","Roc-a-Fella"
1320,"Homecoming","Kanye West","1x Platinum","Roc-a-Fella"
1321,"Runaway","Kanye West","1x Platinum","Roc-a-Fella"
1322,"Jesus Walks","Kanye West","2x Multi-Platinum","Roc-a-Fella"
1323,"Flashing Lights","Kanye West","1x Platinum","Roc-a-Fella"
1324,"Xo","Beyonce","1x Platinum","Columbia"
1325,"Try","Colbie Caillat","1x Platinum","Republic Records"
1326,"Lonely Tonight Feat. Ashley Monroe","Blake Shelton","Gold","Warner Bros. Records"
1327,"Happy","Pharrell Williams","7x Multi-Platinum","Columbia"
1328,"We are Never Ever Getting Back Together","Taylor Swift","6x Multi-Platinum","Big Machine Records, Inc."
1329,"22","Taylor Swift","3x Multi-Platinum","Big Machine Records, Inc."
1330,"About the Money","Ti.","Gold","Columbia"
1331,"Superheroes","The Script","Gold","Columbia"
1332,"7/11","Beyonce","1x Platinum","Columbia"
1333,"Drunk in Love","Beyonce","3x Multi-Platinum","Columbia"
1334,"Madness","Muse","2x Multi-Platinum","Warner Bros. Records"
1335,"Everybody's Got Somebody but Me","Hunter Hayes","Gold","Atlantic"
1336,"i Want Crazy","Hunter Hayes","2x Multi-Platinum","Atlantic Records"
1337,"Invisible","Hunter Hayes","Gold","Atlantic"
1338,"Never Would Have Made it","Marvin Sapp","Gold","Rca Inspiration"
1339,"Never Say Never","Justin Bieber","5x Multi-Platinum","Def Jam/Rbmg"
1340,"Supermassive Black Hole","Muse","1x Platinum","Warner Bros."
1341,"Popular Song","Mika","Gold","Casablanca /  Republic Records"
1342,"Believe Me","Lil Wayne","1x Platinum","Cash Money / Young Money / Republic Records"
1343,"Knights of Cydonia","Muse","Gold","Warner Bros."
1344,"Sugar, We're Goin Down","Fall Out Boy","4x Multi-Platinum","Island"
1345,"One Time","Justin Bieber","5x Multi-Platinum","Def Jam/Rbmg"
1346,"Mistletoe","Justin Bieber","2x Multi-Platinum","Def Jam/Rbmg"
1347,"Starlight","Muse","1x Platinum","Warner Bros."
1348,"Time is Running Out","Muse","Gold","Warner Bros."
1349,"Something in the Water","Carrie Underwood","1x Platinum","19 Recordings Limited / Arista Nashville"
1350,"Trumpets","Jason Derulo","2x Multi-Platinum","Warner Bros. Records"
1351,"Marry Me","Jason Derulo","1x Platinum","Warner Bros. Records"
1352,"more than Miles","Brantley Gilbert","Gold","Valory Music Group"
1353,"Everybody Talks","Neon Trees","4x Multi-Platinum","Island Records"
1354,"Headlines","Drake","4x Multi-Platinum","Cash Money / Republic Records"
1355,"Back to Black","Amy Winehouse","1x Platinum","Republic Records"
1356,"Take Care","Drake","4x Multi-Platinum","Cash Money / Young Money / Republic Records"
1357,"Drunk Last Night","Eli Young Band","1x Platinum","Republic Nashville"
1358,"I'm Only Me when I'm with you","Taylor Swift","1x Platinum","Big Machine Records, Inc."
1359,"Better than Revenge","Taylor Swift","Gold","Big Machine Records, Inc."
1360,"you Belong with Me","Taylor Swift","7x Multi-Platinum","Big Machine Records, Inc."
1361,"Invisible","Taylor Swift","Gold","Big Machine Records, Inc."
1362,"Partition","Beyonce","1x Platinum","Columbia"
1363,"Neon Light","Blake Shelton","Gold","Warner Bros."
1364,"Not your Fault","Awolnation","Gold","Red Bull Records"
1365,"Sail","Awolnation","6x Multi-Platinum","Red Bull Records"
1366,"Compass","Lady Antebellum","Gold","Capitol Records Nashville"
1367,"Hey Girl","Billy Currington","1x Platinum","Mercury"
1368,"i Got a Car","George Strait","Gold","Mca Nashville"
1369,"The Outsiders","Eric Church","Gold","Emi Records Nashville"
1370,"Give Me Back My Hometown","Eric Church","1x Platinum","Emi Records Nashville"
1371,"Anywhere with you","Jake Owen","1x Platinum","Rca Records Label Nashville"
1372,"Empire","Shakira","1x Platinum","Rca"
1373,"Birthday Song","2 Chainz","2x Multi-Platinum","Def Jam"
1374,"i Hold on","Dierks Bentley","1x Platinum","Capitol Records Nashville"
1375,"Don't Stop the Party Feat. Tjr","Pitbull","2x Multi-Platinum","Rca Records"
1376,"Day Drinking","Little Big Town","Gold","Capitol Records Nashville"
1377,"Kick it in the Sticks","Brantley Gilbert","1x Platinum","the Valory Music Co"
1378,"Mine Would be you","Blake Shelton","1x Platinum","Warner Bros. Records"
1379,"Anaconda","Nicki Minaj","2x Multi-Platinum","Cash Money / Young Money / Republic Records"
1380,"The Trouble with Girls","Scotty Mccreery","1x Platinum","Mercury / Interscope Records"
1381,"See you Tonight","Scotty Mccreery","1x Platinum","Mercury / Interscope Records"
1382,"i Love you this Big","Scotty Mccreery","1x Platinum","Mercury / Interscope Records"
1383,"Talk Dirty","Jason Derulo","4x Multi-Platinum","Warner Bros. Records"
1384,"Small Town Throwdown Feat. Justin Moore and Thomas Rhett","Brantley Gilbert","Gold","the Valory Music Co"
1385,"Can't be Friends","Trey Songz","Gold","Atlantic"
1386,"Can't Help but Wait","Trey Songz","Gold","Atlantic Records"
1387,"Sleeping with a Friend","Neon Trees","Gold","Island Records"
1388,"i Choose you","Sara Bareilles","Gold","Epic"
1389,"Dance, Dance","Fall Out Boy","3x Multi-Platinum","Island"
1390,"Not Meant to be","Theory of a Deadman","1x Platinum","Roadrunner"
1391,"Hillbilly Bone","Blake Shelton","1x Platinum","Warner Bros."
1392,"Yonkers","Tyler the Creator","Gold","Xl Recordings"
1393,"Really Don't Care ","Demi Lovato","1x Platinum","Hollywood Records"
1394,"Marvin & Chardonnay","Big Sean","1x Platinum","G.o.o.d Music / Def Jam Recordings"
1395,"Bartender","Lady Antebellum","1x Platinum","Capitol Records Nashville"
1396,"My Eyes","Blake Shelton","Gold","Warner Bros."
1397,"So Sophisticated","Rick Ross","Gold","Def Jam /  Maybach Music"
1398,"Come Get it Bae","Pharrell Williams","Gold","Columbia"
1399,"Bubble Butt ","Major Lazer","Gold","Secretly Canadian"
1400,"Better Dig Two","The Band Perry","2x Multi-Platinum","Republic Nashville"
1401,"all of Me","John Legend","8x Multi-Platinum","Columbia"
1402,"Summer","Calvin Harris","3x Multi-Platinum","Columbia"
1403,"Point at you","Justin Moore","Gold","Valory Music Group"
1404,"The Climb","Miley Cyrus","4x Multi-Platinum","Walt Disney Records"
1405,"Postcard from Paris","The Band Perry","Gold","Republic Nashville"
1406,"Truck Yeah","Tim Mcgraw","1x Platinum","Big Machine Records, Inc."
1407,"Changed","Rascal Flatts","Gold","Big Machine Records, Inc."
1408,"One of Those Nights","Tim Mcgraw","1x Platinum","Big Machine Records, Inc."
1409,"Come Wake Me Up","Rascal Flatts","1x Platinum","Big Machine Records, Inc."
1410,"Backwoods","Justin Moore","Gold","the Valory Music Co"
1411,"you the Boss","Rick Ross","Gold","Def Jam"
1412,"Breathe Feat. Colbie Caillat","Taylor Swift","Gold","Big Machine Records, Inc."
1413,"Safe & Sound","Taylor Swift","2x Multi-Platinum","Universal Republic"
1414,"Crazier","Taylor Swift","1x Platinum","Big Machine Records, Inc."
1415,"The Story of Us","Taylor Swift","1x Platinum","Big Machine Records, Inc."
1416,"River Bank","Brad Paisley","Gold","Arista Nashville"
1417,"Our Song","Taylor Swift","4x Multi-Platinum","Big Machine Records, Inc."
1418,"Do i Wanna Know","Arctic Monkeys","1x Platinum","Domino Recording Company Ltd."
1419,"Picture to Burn","Taylor Swift","2x Multi-Platinum","Big Machine Records, Inc."
1420,"Back to December","Taylor Swift","2x Multi-Platinum","Big Machine Records, Inc."
1421,"Love Never Felt so Good","Michael Jackson","1x Platinum","Epic"
1422,"Enchanted","Taylor Swift","Gold","Big Machine Records, Inc."
1423,"Fifteen","Taylor Swift","2x Multi-Platinum","Big Machine Records, Inc."
1424,"Mine","Taylor Swift","3x Multi-Platinum","Big Machine Records, Inc."
1425,"Mean","Taylor Swift","3x Multi-Platinum","Big Machine Records, Inc."
1426,"Everybody Wants to Go to Heaven ","Kenny Chesney","Gold","Blue Chair Records /  Bna Records Label"
1427,"We Were Us","Keith Urban","1x Platinum","Capitol Records Nashville"
1428,"Highway Don't Care ","Tim Mcgraw","2x Multi-Platinum","Big Machine Records, Inc."
1429,"Done","The Band Perry","1x Platinum","Republic Nashville"
1430,"Starships","Nicki Minaj","6x Multi-Platinum","Young Money / Cash Money"
1431,"Yeah","Joe Nichols","Gold","Red Bow Recrods"
1432,"Love Don't Die","The Fray","Gold","Epic"
1433,"Party in the U.s.a.","Miley Cyrus","7x Multi-Platinum","Hollywood"
1434,"Drink to that all Night","Jerrod Niemann","1x Platinum","Arista Nashville"
1435,"Beachin'","Jake Owen","1x Platinum","Rca Records Label Nashville"
1436,"Sweet Annie","Zac Brown Band","Gold","Atlantic Records"
1437,"Peacock","Katy Perry","1x Platinum","Capitol Records"
1438,"Thinking of you","Katy Perry","1x Platinum","Capitol Records"
1439,"Ur so Gay","Katy Perry","Gold","Capitol Records"
1440,"Hey There Delilah","Plain White T's","Gold","Fearless Records"
1441,"Little Wonders","Rob Thomas","1x Platinum","Walt Disney Records"
1442,"Cop Car","Keith Urban","1x Platinum","Capitol Records Nashville"
1443,"Not a Bad Thing","Justin Timberlake","1x Platinum","Rca Records"
1444,"U.o.e.n.o.","Rocko","Gold","A1 Recordings"
1445,"Work Hard, Play Hard","Wiz Khalifa","2x Multi-Platinum","Atlantic"
1446,"Closer","Tegan and Sara","Gold","Warner Music Group"
1447,"Not Afraid","Eminem","10x Diamond","Shady / Aftermath / Interscope"
1448,"Neon Lights","Demi Lovato","1x Platinum","Hollywood Records"
1449,"Hot in Herre","Nelly","2x Multi-Platinum","Republic Records"
1450,"John","Lil Wayne","2x Multi-Platinum","Cash Money"
1451,"My Homies Still","Lil Wayne","1x Platinum","Cash Money"
1452,"over","Drake","3x Multi-Platinum","Cash Money / Young Money"
1453,"Pumped Up Kicks","Foster the People","6x Multi-Platinum","Columbia"
1454,"Forever and Ever, Amen","Randy Travis","Gold","Warner Bros. Nashville"
1455,"i Want to Break Free","Queen","Gold","Hollywood Records"
1456,"The Way","Fastball","Gold","Hollywood Records"
1457,"Give your Heart a Break","Demi Lovato","3x Multi-Platinum","Hollywood Records"
1458,"Free to be Me","Francesca Battistelli","Gold","Fervent / Word / Curb"
1459,"all your Life","The Band Perry","1x Platinum","Republic Nashville"
1460,"White Horse","Taylor Swift","2x Multi-Platinum","Big Machine Records, Inc."
1461,"Teardrops on My Guitar","Taylor Swift","3x Multi-Platinum","Big Machine Records, Inc."
1462,"Hey Stephen","Taylor Swift","Gold","Big Machine Records, Inc."
1463,"Russian Roulette","Rihanna","2x Multi-Platinum","Island Def Jam"
1464,"Hello Seattle","Owl City","Gold","Republic Records"
1465,"I'm Different","2 Chainz","2x Multi-Platinum","Island/Def Jam"
1466,"Believe","The Bravery","Gold","Island Def Jam"
1467,"Hot Revolver","Lil Wayne","Gold","Cash Money"
1468,"Marijuana","Kid Cudi","Gold","Republic Records"
1469,"Drop the World","Lil Wayne","4x Multi-Platinum","Cash Money"
1470,"Down","Jay Sean","6x Multi-Platinum","Cash Money"
1471,"Sparks Fly","Taylor Swift","1x Platinum","Big Machine Records, Inc."
1472,"Monster","Kanye West","1x Platinum","Roc Nation / Island Def Jam"
1473,"The Other Side","Jason Derulo","1x Platinum","Warner Bros. Records"
1474,"Touch the Sky","Kanye West","Gold","Roc Nation / Island Def Jam"
1475,"Get Lucky","Daft Punk","4x Multi-Platinum","Columbia"
1476,"Here We Go Again","Demi Lovato","1x Platinum","Hollywood Records"
1477,"Country Must be Country Wide","Brantley Gilbert","1x Platinum","the Valory Music Co"
1478,"The Show Goes on","Lupe Fiasco","3x Multi-Platinum","Atlantic"
1479,"Wagon Wheel","Darius Rucker","3x Multi-Platinum","Capitol Records Nashville"
1480,"Gold","Britt Nicole","Gold","Sparrow"
1481,"you Don't Know Her Like i Do","Brantley Gilbert","1x Platinum","the Valory Music Co"
1482,"The Man","Aloe Blacc","1x Platinum","Aloe Blacc / Xix Recordings / Interscope Records"
1483,"Night Train","Jason Aldean","1x Platinum","Broken Bow"
1484,"Darte Un Beso","Prince Royce","3x Multi-Platinum","Sony Latin"
1485,"The Only Way i Know","Jason Aldean","1x Platinum","Broken Bow"
1486,"until the End","Breaking Benjamin","Gold","Hollywood Records"
1487,"Whispers in the Dark","Skillet","Gold","Atlantic Records"
1488,"when I'm Gone","Wiz Khalifa","1x Platinum","Atlantic"
1489,"Tonight (Best you Ever Had) Feat. Ludacris","John Legend","1x Platinum","Columbia"
1490,"Bruises","Train","Gold","Columbia"
1491,"Just Breathe","Pearl Jam","1x Platinum","Monkeywrench"
1492,"i Cry","Flo Rida","2x Multi-Platinum","Atlantic Records"
1493,"Parking Lot Party","Lee Brice","Gold","Curb Records"
1494,"Sunny and 75","Joe Nichols","Gold","Red Bow Recrods"
1495,"How Country Feels","Randy Houser","1x Platinum","Stoney Creek Records"
1496,"Banjo","Rascal Flatts","Gold","Big Machine Records, Inc."
1497,"She will","Lil Wayne","2x Multi-Platinum","Cash Money / Young Money / Republic Records"
1498,"Kisses Down Low","Kelly Rowland","Gold","Universal Republic"
1499,"i Run this","Birdman","Gold","Cash Money / Republic Records"
1500,"Ships in the Night","Mat Kearney","Gold","Universal Republic"
1501,"Gangnam Style","Psy","5x Multi-Platinum","Universal Republic"
1502,"Cockiness (Love it)","Rihanna","Gold","Def Jam"
1503,"Young and Beautiful","Lana Del Rey","1x Platinum","Interscope / Geffen / A&m"
1504,"Dynamite","Taio Cruz","8x Multi-Platinum","Mercury"
1505,"American Soldier","Toby Keith","1x Platinum","Dreamworks Nashville"
1506,"4 Am","Melanie Fiona","Gold","Src/Republic"
1507,"High School","Nicki Minaj","Gold","Cash Money / Republic Records"
1508,"Love Me","Lil Wayne","2x Multi-Platinum","Cash Money / Republic Records"
1509,"Rich as F**k","Lil Wayne","1x Platinum","Cash Money / Republic Records"
1510,"all Around the World","Justin Bieber","1x Platinum","Island"
1511,"Super Bass","Nicki Minaj","8x Multi-Platinum","Cash Money / Republic Records"
1512,"Blueberry Yum Yum","Ludacris","Gold","Def Jam"
1513,"Lips of an Angel","Hinder","4x Multi-Platinum","Republic Records"
1514,"No New Friends","Dj Khaled","Gold","Cash Money / Republic Records"
1515,"Cryin' Like a Bitch!!","Godsmack","Gold","Republic Records"
1516,"Always the Love Songs","Eli Young Band","Gold","Republic Nashville"
1517,"Somebody that i Used to Know","Gotye","8x Multi-Platinum","Republic Records"
1518,"Lonely","Akon","2x Multi-Platinum","Republic Records"
1519,"i Luv Dem Strippers","2 Chainz","Gold","Def Jam"
1520,"Bugatti","Ace Hood","1x Platinum","Cash Money / Republic Records"
1521,"Bad Company","Five Finger Death Punch","1x Platinum","Prospect Park"
1522,"No Sleep","Wiz Khalifa","2x Multi-Platinum","Atlantic"
1523,"Carry on","Fun","2x Multi-Platinum","Fueled by Ramen"
1524,"Kerosene","Miranda Lambert","1x Platinum","Epic Nashville"
1525,"Drank in My Cup","Kirko Bangz","1x Platinum","Elektra"
1526,"Battle Scars Featuring Guy Sebastian","Lupe Fiasco","1x Platinum","Atlantic"
1527,"Somebody's Heartbreak","Hunter Hayes","1x Platinum","Atlantic Records"
1528,"Club Can't Handle Me","Flo Rida","3x Multi-Platinum","Atlantic"
1529,"Good Girl","Carrie Underwood","2x Multi-Platinum","19 Recordings Limited / Arista Nashville"
1530,"1,2,3,4","Plain White T's","Gold","Hollywood Records"
1531,"Two Black Cadillacs","Carrie Underwood","1x Platinum","19 Recordings Limited / Arista Nashville"
1532,"when the Sun Goes Down (Duet with Uncle Kracker)","Kenny Chesney","1x Platinum","Bna Records Label"
1533,"Body Party","Ciara","Gold","Epic"
1534,"Give it all We Got Tonight","George Strait","1x Platinum","Mca"
1535,"Roll with it","Easton Corbin","Gold","Mercury"
1536,"Lovin' you is Fun","Easton Corbin","Gold","Mercury"
1537,"Johnny Cash","Jason Aldean","Gold","Broken Bow"
1538,"Laughed until We Cried","Jason Aldean","Gold","Broken Bow"
1539,"Runnin' Outta Moonlight","Randy Houser","1x Platinum","Stoney Creek Records"
1540,"Banana Pancakes","Jack Johnson","1x Platinum","Republic Records"
1541,"How to Love","Lil Wayne","4x Multi-Platinum","Cash Money / Republic Records"
1542,"Blunt Blowin'","Lil Wayne","1x Platinum","Cash Money / Republic Records"
1543,"all over the Road","Easton Corbin","Gold","Mercury"
1544,"Take a Bow","Rihanna","4x Multi-Platinum","Island/Def Jam"
1545,"Bottle it Up","Sara Bareilles","Gold","Epic"
1546,"Don't Forget to Remember Me","Carrie Underwood","Gold","19 Recordings Limited / Arista Nashville"
1547,"She's so Mean","Matchbox Twenty","Gold","Atlantic Records"
1548,"Dirt Road Anthem","Jason Aldean","4x Multi-Platinum","Broken Bow"
