,Name,Artist,Features,Streams,Week
25300,Hide ,Juice WRLD,Seezyn,1996577,2019-01-04
25301,Plug Walk,Rich The Kid,,1993704,2019-01-04
25302,Young Dumb & Broke,Khalid,,1983989,2019-01-04
25303,MAMA,6ix9ine,,1981569,2019-01-04
25304,The Middle,Zedd,,1981272,2019-01-04
25305,Mine,Bazzi,,1979124,2019-01-04
25306,ocean eyes,Billie Eilish,,1972725,2019-01-04
25307,Candy Paint,Post Malone,,1961684,2019-01-04
25308,bellyache,Billie Eilish,,1930231,2019-01-04
25309,All The Stars ,"Kendrick Lamar, SZA, SZA",,1925302,2019-01-04
25310,goosebumps,Travis Scott,,1879851,2019-01-04
25311,Trip,Ella Mai,,1866392,2019-01-04
25312,Beautiful Crazy,Luke Combs,,1856409,2019-01-04
25313,Tequila,Dan + Shay,,1853142,2019-01-04
25314,1.5,21 Savage,,1848760,2019-01-04
25315,HUMBLE.,Kendrick Lamar,,1837826,2019-01-04
25316,Uproar,Lil Wayne,,1828820,2019-01-04
25317,Te Boté - Remix,Nio Garcia,,1816934,2019-01-04
25318,Faucet Failure,Ski Mask The Slump God,,1812639,2019-01-04
25319,This Feeling,The Chainsmokers,,1807170,2019-01-04
25320,New Patek,Lil Uzi Vert,,1803030,2019-01-04
25321,Lust,Lil Skies,,1802361,2019-01-04
25322,asmr,21 Savage,,1798753,2019-01-04
25323,WORKIN ME,Quavo,,1768306,2019-01-04
25324,Don't Come Out The House ,"Metro Boomin, 21 Savage, 21 Savage",,1758336,2019-01-04
25325,Murder On My Mind,YNW Melly,,1755206,2019-01-04
25326,ball w/o you,21 Savage,,1755039,2019-01-04
25327,Look At Me!,XXXTENTACION,,1753001,2019-01-04
25328,NI BIEN NI MAL,Bad Bunny,,1748233,2019-01-04
25329,Hope,XXXTENTACION,,1714422,2019-01-04
25330,Walk It Talk It,Migos,,1694430,2019-01-04
25331,Envy Me,Calboy,,1691701,2019-01-04
25332,Location,Khalid,,1687688,2019-01-04
25333,Havana ,Camila Cabello,Young Thug,1684655,2019-01-04
25334,Trampoline,SHAED,,1681571,2019-01-04
25335,Nowadays ,Lil Skies,Landon Cube,1678844,2019-01-04
25336,REEL IT IN,Aminé,,1674866,2019-01-04
25337,Wasted ,Juice WRLD,Lil Uzi Vert,1656530,2019-01-04
25338,Walk,Comethazine,,1649436,2019-01-04
25339,200 Mph,Bad Bunny,,1646715,2019-01-04
25340,Thunder,Imagine Dragons,,1641803,2019-01-04
25341,WAKA,6ix9ine,,1640078,2019-01-04
25342,Roll In Peace ,Kodak Black,XXXTENTACION,1640049,2019-01-04
25343,Praise The Lord (Da Shine) ,A$AP Rocky,Skepta,1637123,2019-01-04
25344,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,,1636493,2019-01-04
25345,OTW,Khalid,,1622046,2019-01-04
25346,Black & White,Juice WRLD,,1609090,2019-01-04
25347,Don't Stop Me Now - Remastered,Queen,,1600134,2019-01-04
25348,Taking A Walk,Trippie Redd,,1580884,2019-01-04
25349,Legends,Juice WRLD,,1579135,2019-01-04
25350,BUTTERFLY EFFECT,Travis Scott,,1577558,2019-01-04
25351,the remedy for a broken heart (why am I so in love),XXXTENTACION,,1576519,2019-01-04
25352,Call Out My Name,The Weeknd,,1564846,2019-01-04
25353,Kamikaze,Lil Mosey,,1562720,2019-01-04
25354,I'm a Mess,Bebe Rexha,,1557476,2019-01-04
25355,Believer,Imagine Dragons,,1550556,2019-01-04
25356,Let You Down,NF,,1549328,2019-01-04
25357,Bank Account,21 Savage,,1537827,2019-01-04
25358,SLOW DANCING IN THE DARK,Joji,,1537365,2019-01-04
25359,Body ,Loud Luxury,Brando,1532884,2019-01-04
25360,Bodak Yellow,Cardi B,,1531345,2019-01-04
25361,Closer,The Chainsmokers,,1530072,2019-01-04
25362,break da law,21 Savage,,1523780,2019-01-04
25363,Foot Fungus,Ski Mask The Slump God,,1516482,2019-01-04
25364,Let Me Go ,"Hailee Steinfeld, Alesso, Florida Georgia Line, watt, Alesso, Florida Georgia Line, watt",,1503960,2019-01-04
25365,gun smoke,21 Savage,,1498516,2019-01-04
25366,JAPAN,Famous Dex,,1496472,2019-01-04
25367,out for the night,21 Savage,,1495588,2019-01-04
25368,Drowning ,A Boogie Wit da Hoodie,Kodak Black,1483359,2019-01-04
25369,you should see me in a crown,Billie Eilish,,1479963,2019-01-04
25370,Say You Won't Let Go,James Arthur,,1474025,2019-01-04
25371,Red Roses ,Lil Skies,Landon Cube,1466314,2019-01-04
25372,FeRRis WhEEL ,Tory Lanez,Trippie Redd,1461662,2019-01-04
25373,Hurts Like Hell ,Madison Beer,Offset,1459214,2019-01-04
25374,Heaven,Kane Brown,,1457557,2019-01-04
25375,Ball For Me ,Post Malone,Nicki Minaj,1456007,2019-01-04
25376,Happy Now,Kygo,,1455613,2019-01-04
25377,Scared of the Dark ,Lil Wayne,XXXTENTACION,1448626,2019-01-04
25378,The Way Life Goes ,Lil Uzi Vert,Oh Wonder,1446426,2019-01-04
25379,Close Friends (Lil Baby & Gunna),Lil Baby,,1441860,2019-01-04
25380,New Rules,Dua Lipa,,1440880,2019-01-04
25381,Stir Fry,Migos,,1437132,2019-01-04
25382,In My Head,Peter Manos,,1434856,2019-01-04
25383,come out and play,Billie Eilish,,1432660,2019-01-04
25384,Calma - Remix,Pedro Capó,,1429201,2019-01-04
25385,Jackie Chan,Tiësto,,1420144,2019-01-04
25386,No Brainer,DJ Khaled,,1415464,2019-01-04
25387,Shoota ,Playboi Carti,Lil Uzi Vert,1407729,2019-01-04
25388,Powerglide ,Rae Sremmurd,Juicy J,1403774,2019-01-04
25389,Bounce Out With That,YBN Nahmir,,1403208,2019-01-04
25390,my boy,Billie Eilish,,1397105,2019-01-04
25391,PICK IT UP ,Famous Dex,A$AP Rocky,1394405,2019-01-04
25392,Silence,Marshmello,,1394168,2019-01-04
25393,Uptown Vibes ,Meek Mill,"Fabolous, Anuel AA",1383953,2019-01-04
25394,a&t,21 Savage,,1383658,2019-01-04
25395,God's Plan,Drake,,24209854,2018-02-09
25396,Stir Fry,Migos,,9236997,2018-02-09
25397,Pray For Me ,"The Weeknd, Kendrick Lamar, Kendrick Lamar",,8001628,2018-02-09
25398,Mine,Bazzi,,7781736,2018-02-09
25399,rockstar,Post Malone,,7700941,2018-02-09
25400,Finesse - Remix; feat. Cardi B,Bruno Mars,,7065926,2018-02-09
25401,Narcos,Migos,,6699402,2018-02-09
25402,The Middle,Zedd,,6689374,2018-02-09
25403,I Fall Apart,Post Malone,,6669431,2018-02-09
25404,All The Stars ,"Kendrick Lamar, SZA, SZA",,6137052,2018-02-09
25405,Ric Flair Drip (& Metro Boomin),Offset,,5971770,2018-02-09
25406,Bartier Cardi ,Cardi B,21 Savage,5876902,2018-02-09
25407,LOVE. FEAT. ZACARI.,Kendrick Lamar,,5382911,2018-02-09
25408,Havana ,Camila Cabello,Young Thug,5369885,2018-02-09
25409,Never Be the Same,Camila Cabello,,5340354,2018-02-09
25410,Say Something,Justin Timberlake,,5259718,2018-02-09
25411,No Limit,G-Eazy,,5153127,2018-02-09
25412,PICK IT UP ,Famous Dex,A$AP Rocky,5104068,2018-02-09
25413,Let You Down,NF,,4925603,2018-02-09
25414,MotorSport,Migos,,4883906,2018-02-09
25415,Meant to Be ,Bebe Rexha,Florida Georgia Line,4709982,2018-02-09
25416,Sky Walker ,Miguel,Travis Scott,4598997,2018-02-09
25417,Him & I ,"G-Eazy, Halsey, Halsey",,4525060,2018-02-09
25418,XO TOUR Llif3,Lil Uzi Vert,,4452291,2018-02-09
25419,Betrayed,Lil Xan,,4437854,2018-02-09
25420,Candy Paint,Post Malone,,4360439,2018-02-09
25421,Codeine Dreaming ,Kodak Black,Lil Wayne,4321046,2018-02-09
25422,IDGAF,Dua Lipa,,4270569,2018-02-09
25423,Plain Jane,A$AP Ferg,,4155279,2018-02-09
25424,Walk It Talk It,Migos,,4129949,2018-02-09
25425,HUMBLE.,Kendrick Lamar,,4118953,2018-02-09
25426,Let Me Go ,"Hailee Steinfeld, Alesso, Florida Georgia Line, watt, Alesso, Florida Georgia Line, watt",,3956348,2018-02-09
25427,Bank Account,21 Savage,,3868968,2018-02-09
25428,Congratulations,Post Malone,,3800805,2018-02-09
25429,Young Dumb & Broke,Khalid,,3738024,2018-02-09
25430,River ,Eminem,Ed Sheeran,3662837,2018-02-09
25431,King's Dead ,"Jay Rock, Kendrick Lamar, Future, James Blake, Kendrick Lamar, Future, James Blake",,3642164,2018-02-09
25432,Nowadays ,Lil Skies,Landon Cube,3556762,2018-02-09
25433,Perfect,Ed Sheeran,,3551956,2018-02-09
25434,Rewrite The Stars,Zac Efron,,3536101,2018-02-09
25435,Sick Boy,The Chainsmokers,,3486473,2018-02-09
25436,Filthy,Justin Timberlake,,3427778,2018-02-09
25437,1-800-273-8255,Logic,,3337594,2018-02-09
25438,Bodak Yellow,Cardi B,,3324814,2018-02-09
25439,Diplomatic Immunity,Drake,,3310808,2018-02-09
25440,I Get The Bag ,Gucci Mane,Migos,3295805,2018-02-09
25441,New Rules,Dua Lipa,,3295444,2018-02-09
25442,BBO (Bad Bitches Only),Migos,,3157497,2018-02-09
25443,Gucci Gang,Lil Pump,,3144714,2018-02-09
25444,Wanted You ,NAV,Lil Uzi Vert,3120775,2018-02-09
25445,Notice Me,Migos,,3102110,2018-02-09
25446,Too Good At Goodbyes,Sam Smith,,3062445,2018-02-09
25447,Location,Khalid,,3031889,2018-02-09
25448,Roll In Peace ,Kodak Black,XXXTENTACION,3020382,2018-02-09
25449,This Is Me,Keala Settle,,3017255,2018-02-09
25450,Wolves,Selena Gomez,,2958544,2018-02-09
25451,goosebumps,Travis Scott,,2941731,2018-02-09
25452,Jocelyn Flores,XXXTENTACION,,2871104,2018-02-09
25453,Thunder,Imagine Dragons,,2782235,2018-02-09
25454,BUTTERFLY EFFECT,Travis Scott,,2780733,2018-02-09
25455,These Days ,Rudimental,"Jess Glynne, Macklemore, Dan Caplen",2727406,2018-02-09
25456,Bounce Out With That,YBN Nahmir,,2722172,2018-02-09
25457,Tell Me You Love Me,Demi Lovato,,2696811,2018-02-09
25458,Silence,Marshmello,,2687637,2018-02-09
25459,Fuck Love ,XXXTENTACION,Trippie Redd,2672655,2018-02-09
25460,New Freezer ,Rich The Kid,Kendrick Lamar,2660826,2018-02-09
25461,KEKE,6ix9ine,,2618213,2018-02-09
25462,The Way Life Goes ,Lil Uzi Vert,Oh Wonder,2612753,2018-02-09
25463,Red Roses ,Lil Skies,Landon Cube,2608659,2018-02-09
25464,Unforgettable,French Montana,,2600110,2018-02-09
25465,DNA.,Kendrick Lamar,,2561213,2018-02-09
25466,Man of the Woods,Justin Timberlake,,2521941,2018-02-09
25467,Bad At Love,Halsey,,2472438,2018-02-09
25468,Sorry Not Sorry,Demi Lovato,,2469467,2018-02-09
25469,Rubbin Off The Paint,YBN Nahmir,,2461071,2018-02-09
25470,Gang Gang,Migos,,2438552,2018-02-09
25471,End Game,Taylor Swift,,2368772,2018-02-09
25472,Redbone,Childish Gambino,,2367094,2018-02-09
25473,Slippery ,Migos,Gucci Mane,2334341,2018-02-09
25474,Drowning ,A Boogie Wit da Hoodie,Kodak Black,2333905,2018-02-09
25475,She Loves Control,Camila Cabello,,2328173,2018-02-09
25476,What Lovers Do ,Maroon 5,SZA,2224124,2018-02-09
25477,Shape of You,Ed Sheeran,,2201067,2018-02-09
25478,Go Flex,Post Malone,,2195769,2018-02-09
25479,I Miss You ,Clean Bandit,Julia Michaels,2166506,2018-02-09
25480,Feel It Still,Portugal. The Man,,2126079,2018-02-09
25481,Love Galore ,SZA,Travis Scott,2111069,2018-02-09
25482,Supplies,Justin Timberlake,,2110903,2018-02-09
25483,Believer,Imagine Dragons,,2103150,2018-02-09
25484,Miss You ,"Cashmere Cat, Major Lazer, Tory Lanez, Major Lazer, Tory Lanez",,2090506,2018-02-09
25485,GUMMO,6ix9ine,,2083638,2018-02-09
25486,Échame La Culpa,Luis Fonsi,,1996482,2018-02-09
25487,Rake It Up,Yo Gotti,,1979936,2018-02-09
25488,Ice Tray,Quality Control,,1956534,2018-02-09
25489,What Ifs,Kane Brown,,1949667,2018-02-09
25490,The Greatest Show,Hugh Jackman,,1926839,2018-02-09
25491,Capital Letters,Hailee Steinfeld,,1912866,2018-02-09
25492,The Weekend - Funk Wav Remix,SZA,,1892016,2018-02-09
25493,White Iverson,Post Malone,,1869038,2018-02-09
25494,Losin Control,Russ,,1868510,2018-02-09
25495,Mask Off,Future,,1859730,2018-02-09
25496,Praying,Kesha,,1841493,2018-02-09
25497,Passionfruit,Drake,,1839150,2018-02-09
25498,Magnolia,Playboi Carti,,1836371,2018-02-09
25499,Attention ,Rich Brian,Offset,1826936,2018-02-09
25500,A Million Dreams,Ziv Zaifman,,1802207,2018-02-09
25501,Ghostface Killers,21 Savage,,1799414,2018-02-09
25502,Say You Won't Let Go,James Arthur,,1795802,2018-02-09
25503,Marry Me,Thomas Rhett,,1794331,2018-02-09
25504,Never Enough,Loren Allred,,1790366,2018-02-09
25505,My My My!,Troye Sivan,,1787801,2018-02-09
25506,That's What I Like,Bruno Mars,,1777787,2018-02-09
25507,Everybody Dies In Their Nightmares,XXXTENTACION,,1755992,2018-02-09
25508,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,,1754769,2018-02-09
25509,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,,1745258,2018-02-09
25510,Attention,Charlie Puth,,1742964,2018-02-09
25511,Relationship ,Young Thug,Future,1738552,2018-02-09
25512,Bounce Back,Big Sean,,1738145,2018-02-09
25513,Greatest Love Story,LANCO,,1728204,2018-02-09
25514,Body Like A Back Road,Sam Hunt,,1728144,2018-02-09
25515,How Long,Charlie Puth,,1724386,2018-02-09
25516,It's A Vibe,2 Chainz,,1724005,2018-02-09
25517,Sauce It Up,Lil Uzi Vert,,1708547,2018-02-09
25518,Crew ,GoldLink,"Brent Faiyaz, Shy Glizzy",1702558,2018-02-09
25519,Fake Love,Drake,,1690408,2018-02-09
25520,iSpy ,KYLE,Lil Yachty,1687195,2018-02-09
25521,The Other Side,Hugh Jackman,,1685014,2018-02-09
25522,The Weekend,SZA,,1684278,2018-02-09
25523,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,,1683862,2018-02-09
25524,No Role Modelz,J. Cole,,1677675,2018-02-09
25525,Strip That Down,Liam Payne,,1671726,2018-02-09
25526,I Like Me Better,Lauv,,1658768,2018-02-09
25527,Spotlight,Marshmello,,1657711,2018-02-09
25528,Bad and Boujee ,Migos,Lil Uzi Vert,1657217,2018-02-09
25529,Unforgettable,Thomas Rhett,,1643975,2018-02-09
25530,Tip Toe ,Jason Derulo,French Montana,1628204,2018-02-09
25531,Midnight Summer Jam,Justin Timberlake,,1624482,2018-02-09
25532,Designer,Lil Pump,,1623863,2018-02-09
25533,You Make It Easy,Jason Aldean,,1623381,2018-02-09
25534,do re mi,blackbear,,1622176,2018-02-09
25535,Dreams and Nightmares,Meek Mill,,1621023,2018-02-09
25536,White Sand,Migos,,1619980,2018-02-09
25537,Transportin',Kodak Black,,1614860,2018-02-09
25538,Saint,Huncho Jack,,1607696,2018-02-09
25539,Morning Light,Justin Timberlake,,1602223,2018-02-09
25540,Sober Up,AJR,,1593539,2018-02-09
25541,Tunnel Vision,Kodak Black,,1588774,2018-02-09
25542,Supastars,Migos,,1588643,2018-02-09
25543,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,,1566085,2018-02-09
25544,Despacito - Remix,Luis Fonsi,,1564759,2018-02-09
25545,Love Scars,Trippie Redd,,1553641,2018-02-09
25546,The Race,Tay-K,,1550734,2018-02-09
25547,Higher Higher,Justin Timberlake,,1550184,2018-02-09
25548,I'm the One ,DJ Khaled,"Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",1540664,2018-02-09
25549,Wait ,Maroon 5,A Boogie Wit da Hoodie,1509183,2018-02-09
25550,Sauce,Justin Timberlake,,1498621,2018-02-09
25551,Heaven,Kane Brown,,1493806,2018-02-09
25552,Dusk Till Dawn - Radio Edit,ZAYN,,1490917,2018-02-09
25553,Wait,Maroon 5,,1490064,2018-02-09
25554,Don't,Bryson Tiller,,1476424,2018-02-09
25555,Yours,Russell Dickerson,,1472569,2018-02-09
25556,Mi Gente,J Balvin,,1465761,2018-02-09
25557,PRBLMS,6LACK,,1461717,2018-02-09
25558,Sensualidad,Bad Bunny,,1453802,2018-02-09
25559,Die For You,The Weeknd,,1450830,2018-02-09
25560,One Dance,Drake,,1447555,2018-02-09
25561,Closer,The Chainsmokers,,1445168,2018-02-09
25562,T-Shirt,Migos,,1443804,2018-02-09
25563,Issues,Julia Michaels,,1440076,2018-02-09
25564,Something Just Like This,The Chainsmokers,,1435508,2018-02-09
25565,20 Min,Lil Uzi Vert,,1435494,2018-02-09
25566,In Case You Didn't Know,Brett Young,,1434710,2018-02-09
25567,wokeuplikethis*,Playboi Carti,,1430925,2018-02-09
25568,Starboy,The Weeknd,,1430001,2018-02-09
25569,Exchange,Bryson Tiller,,1424888,2018-02-09
25570,When It Rains It Pours,Luke Combs,,1408016,2018-02-09
25571,Pills & Automobiles ,Chris Brown,"Yo Gotti, A Boogie Wit Da Hoodie, Kodak Black",1400387,2018-02-09
25572,Portland,Drake,,1397290,2018-02-09
25573,Written in the Sand,Old Dominion,,1387688,2018-02-09
25574,Outside Today,YoungBoy Never Broke Again,,1371947,2018-02-09
25575,Money Longer,Lil Uzi Vert,,1368376,2018-02-09
25576,'Till I Collapse,Eminem,,1366678,2018-02-09
25577,Dura,Daddy Yankee,,1364867,2018-02-09
25578,Slow Hands,Niall Horan,,1364053,2018-02-09
25579,So Far Away ,Martin Garrix,"Jamie Scott, Romy Dya",1361771,2018-02-09
25580,Come Alive,Hugh Jackman,,1360392,2018-02-09
25581,La Modelo,Ozuna,,1359854,2018-02-09
25582,Criminal,Natti Natasha,,1359692,2018-02-09
25583,Look At Me!,XXXTENTACION,,1353336,2018-02-09
25584,Saved,Khalid,,1351268,2018-02-09
25585,Lust,Lil Skies,,1348286,2018-02-09
25586,Glow Like Dat,Rich Brian,,1342690,2018-02-09
25587,Heartache On The Dance Floor,Jon Pardi,,1342124,2018-02-09
25588,KOODA,6ix9ine,,1337531,2018-02-09
25589,Real Friends,Camila Cabello,,1337453,2018-02-09
25590,Lemon,N.E.R.D,,1334485,2018-02-09
25591,Dubai Shit,Huncho Jack,,1333929,2018-02-09
25592,Poles 1469,Trippie Redd,,1328318,2018-02-09
25593,Wave,Justin Timberlake,,1323098,2018-02-09
25594,Wild Thoughts ,DJ Khaled,"Rihanna, Bryson Tiller",1316111,2018-02-09
25595,HUMBLE.,Kendrick Lamar,,20017050,2017-04-28
25596,DNA.,Kendrick Lamar,,14489827,2017-04-28
25597,Mask Off,Future,,10968796,2017-04-28
25598,Despacito - Remix,Luis Fonsi,,10924444,2017-04-28
25599,XO TOUR Llif3,Lil Uzi Vert,,10278300,2017-04-28
25600,ELEMENT.,Kendrick Lamar,,9028611,2017-04-28
25601,LOVE. FEAT. ZACARI.,Kendrick Lamar,,8860544,2017-04-28
25602,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,,8491077,2017-04-28
25603,Passionfruit,Drake,,7912671,2017-04-28
25604,iSpy ,KYLE,Lil Yachty,7775228,2017-04-28
25605,That's What I Like,Bruno Mars,,7328287,2017-04-28
25606,Shape of You,Ed Sheeran,,7248763,2017-04-28
25607,Location,Khalid,,6541716,2017-04-28
25608,Congratulations,Post Malone,,6441196,2017-04-28
25609,Stay ,"Zedd, Alessia Cara, Alessia Cara",,6369297,2017-04-28
25610,XXX. FEAT. U2.,Kendrick Lamar,,6355457,2017-04-28
25611,Tunnel Vision,Kodak Black,,6317923,2017-04-28
25612,Portland,Drake,,6178232,2017-04-28
25613,YAH.,Kendrick Lamar,,6016643,2017-04-28
25614,Something Just Like This,The Chainsmokers,,5757138,2017-04-28
25615,PRIDE.,Kendrick Lamar,,5392632,2017-04-28
25616,It Ain't Me ,"Kygo, Selena Gomez, Selena Gomez",,5373517,2017-04-28
25617,FEEL.,Kendrick Lamar,,5258544,2017-04-28
25618,Slide,Calvin Harris,,5252771,2017-04-28
25619,LUST.,Kendrick Lamar,,5049004,2017-04-28
25620,Issues,Julia Michaels,,4884063,2017-04-28
25621,goosebumps,Travis Scott,,4663237,2017-04-28
25622,Bounce Back,Big Sean,,4551469,2017-04-28
25623,Body Like A Back Road,Sam Hunt,,4518276,2017-04-28
25624,T-Shirt,Migos,,4208059,2017-04-28
25625,FEAR.,Kendrick Lamar,,4174328,2017-04-28
25626,do re mi,blackbear,,4172315,2017-04-28
25627,Drowning ,A Boogie Wit da Hoodie,Kodak Black,4115947,2017-04-28
25628,GOD.,Kendrick Lamar,,4105155,2017-04-28
25629,Bad and Boujee ,Migos,Lil Uzi Vert,4104757,2017-04-28
25630,Look At Me!,XXXTENTACION,,4066612,2017-04-28
25631,There's Nothing Holdin' Me Back,Shawn Mendes,,3912015,2017-04-28
25632,Sign of the Times,Harry Styles,,3877065,2017-04-28
25633,Swang,Rae Sremmurd,,3870009,2017-04-28
25634,DUCKWORTH.,Kendrick Lamar,,3866010,2017-04-28
25635,Fake Love,Drake,,3817814,2017-04-28
25636,Now Or Never,Halsey,,3811391,2017-04-28
25637,Gyalchester,Drake,,3765451,2017-04-28
25638,Selfish ,Future,Rihanna,3652419,2017-04-28
25639,Paris,The Chainsmokers,,3612058,2017-04-28
25640,BLOOD.,Kendrick Lamar,,3600504,2017-04-28
25641,Unforgettable,French Montana,,3582809,2017-04-28
25642,Believer,Imagine Dragons,,3528027,2017-04-28
25643,Swalla ,Jason Derulo,"Nicki Minaj, Ty Dolla $ign",3463872,2017-04-28
25644,Redbone,Childish Gambino,,3321666,2017-04-28
25645,The Cure,Lady Gaga,,3264204,2017-04-28
25646,Lust for Life ,"Lana Del Rey, The Weeknd, The Weeknd",,3061083,2017-04-28
25647,Despacito (Featuring Daddy Yankee),Luis Fonsi,,3052617,2017-04-28
25648,The One,The Chainsmokers,,3038128,2017-04-28
25649,The Night We Met,Lord Huron,,3023876,2017-04-28
25650,Rolex,"Ayo, Teo",,3001350,2017-04-28
25651,Say You Won't Let Go,James Arthur,,2959063,2017-04-28
25652,Good Life ,"G-Eazy, G-Eazy, Kehlani, G-Eazy, Kehlani",,2939299,2017-04-28
25653,Symphony ,Clean Bandit,Zara Larsson,2936077,2017-04-28
25654,Closer,The Chainsmokers,,2896524,2017-04-28
25655,Cold,Maroon 5,,2811006,2017-04-28
25656,Starboy,The Weeknd,,2791493,2017-04-28
25657,Galway Girl,Ed Sheeran,,2786580,2017-04-28
25658,I Feel It Coming,The Weeknd,,2699624,2017-04-28
25659,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,,2666764,2017-04-28
25660,Moves,Big Sean,,2657934,2017-04-28
25661,Scared to Be Lonely,Martin Garrix,,2594237,2017-04-28
25662,Call On Me - Ryan Riback Extended Remix,Starley,,2536372,2017-04-28
25663,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,,2535264,2017-04-28
25664,Green Light,Lorde,,2408583,2017-04-28
25665,wokeuplikethis*,Playboi Carti,,2406414,2017-04-28
25666,No Promises ,Cheat Codes,Demi Lovato,2401838,2017-04-28
25667,Broccoli ,DRAM,Lil Yachty,2385793,2017-04-28
25668,Up,NAV,,2362335,2017-04-28
25669,Still Got Time,ZAYN,,2313486,2017-04-28
25670,Get Right Witcha,Migos,,2275563,2017-04-28
25671,Caroline,Aminé,,2241686,2017-04-28
25672,No Problem ,Chance the Rapper,"Lil Wayne, 2 Chainz",2234613,2017-04-28
25673,Black SpiderMan,Logic,,2209253,2017-04-28
25674,Break Up Every Night,The Chainsmokers,,2207343,2017-04-28
25675,Hard Times,Paramore,,2188076,2017-04-28
25676,Free Smoke,Drake,,2180682,2017-04-28
25677,Losin Control,Russ,,2165947,2017-04-28
25678,Blem,Drake,,2158690,2017-04-28
25679,X ,21 Savage,Future,2131206,2017-04-28
25680,Bad Bitch ,Bebe Rexha,Ty Dolla $ign,2109521,2017-04-28
25681,Weak,AJR,,2106279,2017-04-28
25682,Teenage Fever,Drake,,2104970,2017-04-28
25683,Everybody,Logic,,2090859,2017-04-28
25684,One Dance,Drake,,2084177,2017-04-28
25685,Peek A Boo,Lil Yachty,,2045396,2017-04-28
25686,Love On The Brain,Rihanna,,2015892,2017-04-28
25687,Attention,Charlie Puth,,2012543,2017-04-28
25688,Rockabye ,Clean Bandit,"Sean Paul, Anne-Marie",2000196,2017-04-28
25689,24K Magic,Bruno Mars,,1977869,2017-04-28
25690,Touch,Little Mix,,1970846,2017-04-28
25691,Solo Dance,Martin Jensen,,1969543,2017-04-28
25692,Run Up ,Major Lazer,"PARTYNEXTDOOR, Nicki Minaj",1961685,2017-04-28
25693,Black Beatles,Rae Sremmurd,,1959976,2017-04-28
25694,Both ,Gucci Mane,Drake,1957981,2017-04-28
25695,At My Best ,Machine Gun Kelly,Hailee Steinfeld,1951120,2017-04-28
25696,Obsession ,Vice,Jon Bellion,1949091,2017-04-28
25697,Everyday,Ariana Grande,,1946039,2017-04-28
25698,pick up the phone,Young Thug,,1917791,2017-04-28
25699,Do Not Disturb,Drake,,1887620,2017-04-28
25700,Slippery ,Migos,Gucci Mane,1868074,2017-04-28
25701,First Day Out,Tee Grizzley,,1856687,2017-04-28
25702,You Was Right,Lil Uzi Vert,,1855206,2017-04-28
25703,White Iverson,Post Malone,,1854979,2017-04-28
25704,Castle on the Hill,Ed Sheeran,,1833313,2017-04-28
25705,Low Life,Future,,1806312,2017-04-28
25706,September Song,JP Cooper,,1796875,2017-04-28
25707,History,Olivia Holt,,1760190,2017-04-28
25708,Sacrifices,Drake,,1752501,2017-04-28
25709,"How Far I'll Go - From ""Moana""",Alessia Cara,,1750795,2017-04-28
25710,No Role Modelz,J. Cole,,1749929,2017-04-28
25711,Get It Together,Drake,,1718975,2017-04-28
25712,PRBLMS,6LACK,,1713024,2017-04-28
25713,Lights Down Low,MAX,,1695461,2017-04-28
25714,All Night ,Chance the Rapper,Knox Fortune,1682122,2017-04-28
25715,Starving,Hailee Steinfeld,,1676457,2017-04-28
25716,Chill Bill,Rob $tone,,1669946,2017-04-28
25717,From The D To The A ,Tee Grizzley,Lil Yachty,1668668,2017-04-28
25718,Money Longer,Lil Uzi Vert,,1635797,2017-04-28
25719,DEVASTATED,Joey Bada$$,,1627619,2017-04-28
25720,No Heart,21 Savage,,1607641,2017-04-28
25721,Water,Ugly God,,1602796,2017-04-28
25722,Everyday We Lit ,YFN Lucci,PnB Rock,1600232,2017-04-28
25723,Selfish,PnB Rock,,1591879,2017-04-28
25724,Party Monster,The Weeknd,,1579443,2017-04-28
25725,Neighbors,J. Cole,,1570286,2017-04-28
25726,Don't Let Me Down,The Chainsmokers,,1562700,2017-04-28
25727,beibs in the trap,Travis Scott,,1554869,2017-04-28
25728,Deja Vu,J. Cole,,1522845,2017-04-28
25729,Chained To The Rhythm,Katy Perry,,1522090,2017-04-28
25730,Heatstroke,Calvin Harris,,1522043,2017-04-28
25731,Go Flex,Post Malone,,1521041,2017-04-28
25732,Comin Out Strong ,Future,The Weeknd,1512060,2017-04-28
25733,Heathens,Twenty One Pilots,,1501892,2017-04-28
25734,Perfect,Ed Sheeran,,1500518,2017-04-28
25735,Bad Things ,"Machine Gun Kelly, Camila Cabello, Camila Cabello",,1496677,2017-04-28
25736,Hurricane,Luke Combs,,1496220,2017-04-28
25737,No Flockin,Kodak Black,,1491742,2017-04-28
25738,Exchange,Bryson Tiller,,1474799,2017-04-28
